loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1088.0,3.0,Not Graduate,Yes,7000000.0,15200000.0,2.0,709.0,10300000.0,12500000.0,20700000.0,4000000.0,Approved
1089.0,4.0,Not Graduate,Yes,7800000.0,19500000.0,14.0,739.0,1900000.0,9000000.0,20400000.0,4400000.0,Approved
1090.0,3.0,Graduate,No,5100000.0,11000000.0,6.0,336.0,-100000.0,5800000.0,11600000.0,7500000.0,Rejected
1091.0,4.0,Graduate,No,9400000.0,32600000.0,4.0,898.0,18200000.0,4000000.0,22000000.0,10200000.0,Approved
1092.0,4.0,Not Graduate,Yes,600000.0,2100000.0,6.0,558.0,1300000.0,1000000.0,2200000.0,300000.0,Approved
1093.0,3.0,Graduate,No,5100000.0,13300000.0,4.0,589.0,11200000.0,2700000.0,20200000.0,6100000.0,Approved
1094.0,2.0,Graduate,Yes,3800000.0,14400000.0,2.0,301.0,2300000.0,1400000.0,7600000.0,2400000.0,Rejected
1095.0,2.0,Not Graduate,Yes,5300000.0,21200000.0,14.0,516.0,2200000.0,5000000.0,20900000.0,7700000.0,Rejected
1096.0,5.0,Not Graduate,No,1100000.0,3600000.0,12.0,315.0,1300000.0,700000.0,3100000.0,1400000.0,Rejected
1097.0,3.0,Not Graduate,No,6400000.0,14400000.0,10.0,546.0,10600000.0,10000000.0,21200000.0,5100000.0,Rejected
1098.0,0.0,Not Graduate,Yes,5100000.0,14500000.0,14.0,559.0,11000000.0,1100000.0,12300000.0,6000000.0,Approved
1099.0,3.0,Graduate,Yes,5300000.0,16900000.0,2.0,350.0,15800000.0,3100000.0,14300000.0,6800000.0,Approved
1100.0,1.0,Graduate,No,6700000.0,18700000.0,8.0,583.0,9300000.0,4100000.0,17100000.0,6900000.0,Approved
1101.0,2.0,Not Graduate,No,4000000.0,9400000.0,8.0,874.0,4400000.0,3700000.0,10200000.0,4800000.0,Approved
1102.0,2.0,Not Graduate,Yes,3900000.0,11600000.0,8.0,808.0,5800000.0,3100000.0,12900000.0,5000000.0,Approved
1103.0,1.0,Graduate,Yes,1600000.0,4900000.0,16.0,487.0,4300000.0,1100000.0,3900000.0,2000000.0,Rejected
1104.0,3.0,Graduate,No,2700000.0,7800000.0,14.0,870.0,5400000.0,5300000.0,5700000.0,2100000.0,Approved
1105.0,3.0,Graduate,No,1400000.0,3800000.0,8.0,840.0,1700000.0,200000.0,5300000.0,1500000.0,Approved
1106.0,4.0,Not Graduate,Yes,8000000.0,19200000.0,18.0,682.0,2500000.0,8900000.0,19000000.0,5300000.0,Approved
1107.0,3.0,Graduate,Yes,8200000.0,28900000.0,10.0,668.0,23800000.0,4500000.0,28700000.0,10900000.0,Approved
1108.0,5.0,Graduate,Yes,4800000.0,10300000.0,8.0,781.0,4800000.0,6800000.0,11100000.0,4300000.0,Approved
1109.0,4.0,Graduate,No,8100000.0,19000000.0,6.0,375.0,4100000.0,14500000.0,19100000.0,11900000.0,Rejected
1110.0,4.0,Not Graduate,No,5900000.0,14900000.0,14.0,857.0,2600000.0,9500000.0,16000000.0,3500000.0,Approved
1111.0,5.0,Graduate,Yes,8100000.0,32100000.0,6.0,823.0,18200000.0,1800000.0,24100000.0,6500000.0,Approved
1112.0,0.0,Graduate,No,1400000.0,5000000.0,8.0,686.0,1800000.0,1900000.0,3200000.0,1500000.0,Approved
1113.0,1.0,Graduate,No,1600000.0,6300000.0,2.0,721.0,3000000.0,600000.0,5200000.0,900000.0,Approved
1114.0,4.0,Graduate,No,4600000.0,9400000.0,18.0,545.0,800000.0,2400000.0,11500000.0,6300000.0,Rejected
1115.0,1.0,Not Graduate,No,2900000.0,8900000.0,6.0,523.0,900000.0,5600000.0,9700000.0,1800000.0,Rejected
1116.0,2.0,Graduate,Yes,8600000.0,24900000.0,20.0,607.0,13600000.0,7600000.0,31800000.0,5400000.0,Approved
1117.0,4.0,Not Graduate,No,3800000.0,14900000.0,20.0,428.0,6500000.0,3500000.0,12200000.0,2500000.0,Rejected
1118.0,0.0,Not Graduate,No,8200000.0,20300000.0,4.0,666.0,13100000.0,10200000.0,25900000.0,7800000.0,Approved
1119.0,3.0,Graduate,No,3200000.0,10100000.0,20.0,704.0,3400000.0,4800000.0,9000000.0,3900000.0,Approved
1120.0,0.0,Not Graduate,Yes,8100000.0,23800000.0,10.0,794.0,5400000.0,15500000.0,20700000.0,8800000.0,Approved
1121.0,1.0,Graduate,Yes,9800000.0,23300000.0,12.0,430.0,3200000.0,12600000.0,30500000.0,13900000.0,Rejected
1122.0,0.0,Not Graduate,No,200000.0,500000.0,20.0,615.0,500000.0,200000.0,600000.0,200000.0,Approved
1123.0,0.0,Not Graduate,No,6600000.0,14100000.0,20.0,360.0,6800000.0,5100000.0,25400000.0,7800000.0,Rejected
1124.0,0.0,Not Graduate,No,9100000.0,18300000.0,14.0,458.0,6100000.0,9200000.0,34100000.0,10000000.0,Rejected
1125.0,2.0,Not Graduate,No,5500000.0,20400000.0,12.0,887.0,8800000.0,9400000.0,12300000.0,3300000.0,Approved
1126.0,4.0,Not Graduate,No,7200000.0,27400000.0,8.0,735.0,14100000.0,14200000.0,19400000.0,9500000.0,Approved
1127.0,1.0,Not Graduate,No,2400000.0,5600000.0,16.0,379.0,3700000.0,600000.0,7200000.0,3400000.0,Rejected
1128.0,4.0,Graduate,No,9600000.0,25500000.0,20.0,544.0,4000000.0,11400000.0,23800000.0,11100000.0,Rejected
1129.0,1.0,Graduate,Yes,5800000.0,16700000.0,12.0,721.0,1100000.0,9700000.0,17200000.0,7500000.0,Approved
1130.0,4.0,Not Graduate,No,2300000.0,6000000.0,8.0,676.0,6000000.0,400000.0,4800000.0,2200000.0,Approved
1131.0,1.0,Not Graduate,No,300000.0,1200000.0,4.0,342.0,800000.0,100000.0,1100000.0,200000.0,Approved
1132.0,0.0,Not Graduate,No,9900000.0,27000000.0,16.0,566.0,3500000.0,17300000.0,36900000.0,11500000.0,Approved
1133.0,2.0,Not Graduate,No,3500000.0,14000000.0,2.0,355.0,8700000.0,1600000.0,11800000.0,2900000.0,Approved
1134.0,2.0,Graduate,No,4800000.0,18500000.0,20.0,605.0,5700000.0,5500000.0,14700000.0,5800000.0,Approved
1135.0,2.0,Not Graduate,No,1600000.0,5200000.0,16.0,525.0,300000.0,2900000.0,5600000.0,1600000.0,Rejected
1136.0,5.0,Graduate,Yes,800000.0,2500000.0,12.0,403.0,500000.0,0.0,3200000.0,800000.0,Rejected
1137.0,1.0,Graduate,Yes,9000000.0,33500000.0,18.0,727.0,18800000.0,10500000.0,28100000.0,5300000.0,Approved
1138.0,1.0,Graduate,No,8300000.0,28900000.0,12.0,529.0,18300000.0,3900000.0,32500000.0,5800000.0,Rejected
1139.0,4.0,Graduate,No,2800000.0,6100000.0,18.0,415.0,2200000.0,4200000.0,8400000.0,2000000.0,Rejected
1140.0,1.0,Graduate,Yes,6400000.0,17300000.0,10.0,879.0,10000000.0,1100000.0,15400000.0,8200000.0,Approved
1141.0,2.0,Not Graduate,Yes,6000000.0,12600000.0,16.0,649.0,4800000.0,5300000.0,23900000.0,5100000.0,Approved
1142.0,0.0,Graduate,No,2900000.0,9800000.0,16.0,395.0,5400000.0,4300000.0,8600000.0,2400000.0,Rejected
1143.0,0.0,Graduate,No,6500000.0,24100000.0,20.0,488.0,3300000.0,6000000.0,22900000.0,9700000.0,Rejected
1144.0,1.0,Graduate,Yes,200000.0,400000.0,8.0,569.0,200000.0,200000.0,700000.0,300000.0,Approved
1145.0,1.0,Not Graduate,No,8400000.0,24600000.0,14.0,817.0,1800000.0,13100000.0,31300000.0,8200000.0,Approved
1146.0,1.0,Graduate,Yes,6100000.0,17800000.0,20.0,706.0,16000000.0,10900000.0,16900000.0,4300000.0,Approved
1147.0,2.0,Graduate,Yes,8000000.0,31200000.0,8.0,553.0,6800000.0,3500000.0,21000000.0,10300000.0,Approved
1148.0,5.0,Not Graduate,Yes,900000.0,1800000.0,14.0,464.0,2300000.0,300000.0,1800000.0,700000.0,Rejected
1149.0,2.0,Graduate,No,7300000.0,20000000.0,6.0,729.0,13100000.0,10700000.0,17900000.0,9100000.0,Approved
1150.0,4.0,Not Graduate,Yes,3700000.0,7400000.0,12.0,363.0,4800000.0,6800000.0,10500000.0,4400000.0,Rejected
1151.0,2.0,Graduate,No,5200000.0,17200000.0,12.0,565.0,3500000.0,1300000.0,20000000.0,6300000.0,Approved
1152.0,1.0,Graduate,No,7200000.0,21000000.0,14.0,421.0,3500000.0,11600000.0,21800000.0,4600000.0,Rejected
1153.0,0.0,Not Graduate,Yes,9400000.0,34200000.0,10.0,512.0,13100000.0,15600000.0,32600000.0,6300000.0,Rejected
1154.0,3.0,Not Graduate,Yes,3400000.0,12400000.0,2.0,730.0,2500000.0,3900000.0,12200000.0,4600000.0,Approved
1155.0,0.0,Graduate,No,600000.0,2300000.0,8.0,627.0,1800000.0,500000.0,2200000.0,300000.0,Approved
1156.0,0.0,Not Graduate,Yes,3300000.0,10000000.0,16.0,434.0,3000000.0,4100000.0,12900000.0,4100000.0,Rejected
1157.0,2.0,Graduate,Yes,5900000.0,14300000.0,2.0,410.0,11900000.0,4400000.0,16900000.0,4100000.0,Rejected
1158.0,3.0,Not Graduate,No,1300000.0,3600000.0,16.0,624.0,2400000.0,2300000.0,3300000.0,1900000.0,Approved
1159.0,4.0,Graduate,Yes,5700000.0,16900000.0,4.0,656.0,13000000.0,7400000.0,22000000.0,8400000.0,Approved
1160.0,2.0,Not Graduate,No,7700000.0,27300000.0,16.0,758.0,7300000.0,4600000.0,24800000.0,9100000.0,Approved
1161.0,4.0,Not Graduate,Yes,7000000.0,23500000.0,18.0,336.0,15000000.0,9500000.0,19700000.0,7800000.0,Rejected
1162.0,5.0,Graduate,No,8100000.0,21900000.0,18.0,378.0,5200000.0,3400000.0,16200000.0,9600000.0,Rejected
1163.0,1.0,Graduate,Yes,1900000.0,4200000.0,4.0,620.0,4700000.0,2800000.0,7500000.0,900000.0,Approved
1164.0,2.0,Graduate,No,4500000.0,9100000.0,18.0,593.0,-100000.0,600000.0,12400000.0,2500000.0,Approved
1165.0,0.0,Not Graduate,Yes,9600000.0,34000000.0,12.0,710.0,23800000.0,10300000.0,38100000.0,7800000.0,Approved
1166.0,1.0,Not Graduate,Yes,5400000.0,20700000.0,8.0,753.0,1900000.0,800000.0,19000000.0,3600000.0,Approved
1167.0,1.0,Not Graduate,Yes,7800000.0,27200000.0,16.0,454.0,16100000.0,3400000.0,17100000.0,11400000.0,Rejected
1168.0,1.0,Graduate,Yes,8200000.0,19100000.0,8.0,619.0,17200000.0,12200000.0,31500000.0,6600000.0,Approved
1169.0,2.0,Graduate,No,8900000.0,28500000.0,6.0,367.0,22200000.0,16600000.0,21500000.0,9300000.0,Rejected
1170.0,1.0,Graduate,No,1400000.0,3100000.0,20.0,384.0,200000.0,1200000.0,4200000.0,1800000.0,Rejected
1171.0,2.0,Graduate,No,1700000.0,5900000.0,16.0,610.0,3100000.0,300000.0,3700000.0,1300000.0,Approved
1172.0,0.0,Graduate,No,5300000.0,19500000.0,12.0,802.0,9800000.0,3300000.0,15200000.0,3200000.0,Approved
1173.0,3.0,Graduate,No,6500000.0,25200000.0,10.0,858.0,15400000.0,10900000.0,14000000.0,8100000.0,Approved
1174.0,2.0,Graduate,No,5900000.0,14000000.0,8.0,599.0,4700000.0,9500000.0,17800000.0,6700000.0,Approved
1175.0,4.0,Graduate,Yes,9800000.0,27000000.0,2.0,395.0,18700000.0,3000000.0,23000000.0,9700000.0,Rejected
1176.0,3.0,Graduate,Yes,7700000.0,16200000.0,6.0,380.0,11500000.0,15100000.0,22500000.0,6400000.0,Rejected
1177.0,1.0,Graduate,No,7900000.0,27100000.0,10.0,803.0,20000000.0,9800000.0,22200000.0,6600000.0,Approved
1178.0,4.0,Graduate,No,3500000.0,8900000.0,20.0,809.0,7100000.0,1500000.0,13700000.0,3200000.0,Approved
1179.0,4.0,Not Graduate,No,2400000.0,6600000.0,2.0,722.0,6100000.0,3300000.0,5600000.0,3000000.0,Approved
1180.0,5.0,Graduate,No,9900000.0,35700000.0,10.0,392.0,7900000.0,4300000.0,39200000.0,13000000.0,Rejected
1181.0,0.0,Graduate,No,3900000.0,14500000.0,8.0,545.0,5900000.0,3000000.0,10300000.0,3400000.0,Rejected
1182.0,2.0,Not Graduate,Yes,7300000.0,28500000.0,10.0,799.0,21500000.0,3100000.0,15800000.0,4300000.0,Approved
1183.0,0.0,Graduate,Yes,6400000.0,21900000.0,12.0,727.0,15400000.0,10100000.0,24000000.0,5300000.0,Approved
1184.0,4.0,Graduate,No,7100000.0,19800000.0,18.0,530.0,7100000.0,3400000.0,20900000.0,7100000.0,Rejected
1185.0,2.0,Not Graduate,No,8800000.0,19000000.0,14.0,637.0,13700000.0,13900000.0,27100000.0,6100000.0,Approved
1186.0,5.0,Graduate,No,7400000.0,21000000.0,4.0,561.0,21300000.0,3800000.0,26400000.0,3900000.0,Approved
1187.0,2.0,Not Graduate,No,4400000.0,12000000.0,20.0,421.0,9300000.0,2700000.0,15700000.0,3400000.0,Rejected
1188.0,3.0,Graduate,Yes,8600000.0,30300000.0,14.0,459.0,12000000.0,4100000.0,23800000.0,9100000.0,Rejected
1189.0,3.0,Not Graduate,No,6900000.0,26000000.0,14.0,828.0,14800000.0,4200000.0,18500000.0,3600000.0,Approved
1190.0,4.0,Graduate,No,9600000.0,27500000.0,20.0,679.0,23400000.0,7500000.0,37800000.0,6300000.0,Approved
1191.0,2.0,Graduate,Yes,8100000.0,25700000.0,8.0,455.0,22300000.0,11500000.0,19800000.0,9500000.0,Rejected
1192.0,0.0,Not Graduate,No,2600000.0,9400000.0,18.0,879.0,2800000.0,1400000.0,5100000.0,2300000.0,Approved
1193.0,3.0,Graduate,Yes,9300000.0,26100000.0,14.0,636.0,4700000.0,16100000.0,34500000.0,11600000.0,Approved
1194.0,2.0,Not Graduate,Yes,2100000.0,5600000.0,16.0,426.0,400000.0,300000.0,7100000.0,1200000.0,Rejected
1195.0,4.0,Not Graduate,Yes,9000000.0,21500000.0,14.0,508.0,16600000.0,17300000.0,24300000.0,13100000.0,Rejected
1196.0,3.0,Not Graduate,Yes,7000000.0,19200000.0,4.0,768.0,8600000.0,13700000.0,19200000.0,7700000.0,Approved
1197.0,3.0,Not Graduate,No,2200000.0,6400000.0,20.0,667.0,6300000.0,3900000.0,8300000.0,2900000.0,Approved
1198.0,5.0,Graduate,Yes,7500000.0,28200000.0,2.0,440.0,8200000.0,5800000.0,24400000.0,6000000.0,Approved
1199.0,1.0,Graduate,Yes,8300000.0,16800000.0,2.0,366.0,22000000.0,6600000.0,27300000.0,4500000.0,Rejected
1200.0,2.0,Not Graduate,No,300000.0,600000.0,2.0,383.0,600000.0,300000.0,1100000.0,400000.0,Rejected
1201.0,0.0,Not Graduate,Yes,300000.0,800000.0,4.0,603.0,800000.0,200000.0,600000.0,200000.0,Approved
1202.0,3.0,Graduate,No,3900000.0,14900000.0,4.0,728.0,4700000.0,4000000.0,14900000.0,5500000.0,Approved
1203.0,0.0,Not Graduate,No,6600000.0,20300000.0,6.0,549.0,10800000.0,900000.0,23100000.0,9800000.0,Rejected
1204.0,0.0,Graduate,No,4100000.0,10700000.0,8.0,855.0,11500000.0,700000.0,11200000.0,3100000.0,Approved
1205.0,5.0,Graduate,Yes,1800000.0,5300000.0,12.0,461.0,2800000.0,2000000.0,4700000.0,2000000.0,Rejected
1206.0,3.0,Not Graduate,Yes,7000000.0,16100000.0,16.0,379.0,2000000.0,5200000.0,23000000.0,10000000.0,Rejected
1207.0,2.0,Not Graduate,Yes,5100000.0,13700000.0,6.0,559.0,7800000.0,9800000.0,12700000.0,5100000.0,Approved
1208.0,1.0,Not Graduate,Yes,300000.0,600000.0,8.0,816.0,600000.0,300000.0,1100000.0,200000.0,Approved
1209.0,4.0,Not Graduate,Yes,4300000.0,11400000.0,2.0,560.0,10000000.0,3900000.0,8900000.0,3300000.0,Approved
1210.0,0.0,Graduate,Yes,3200000.0,12000000.0,14.0,645.0,5200000.0,1400000.0,12100000.0,3400000.0,Approved
1211.0,4.0,Not Graduate,Yes,4200000.0,11500000.0,6.0,551.0,10600000.0,7600000.0,11300000.0,5000000.0,Approved
1212.0,0.0,Not Graduate,Yes,9600000.0,22900000.0,8.0,515.0,4300000.0,14700000.0,33300000.0,7800000.0,Rejected
1213.0,4.0,Graduate,No,1300000.0,3600000.0,10.0,657.0,3200000.0,1900000.0,2900000.0,1100000.0,Approved
1214.0,3.0,Not Graduate,No,2400000.0,9300000.0,2.0,682.0,3100000.0,4400000.0,5200000.0,1500000.0,Approved
1215.0,0.0,Graduate,No,600000.0,1600000.0,10.0,588.0,1600000.0,100000.0,1100000.0,300000.0,Approved
1216.0,5.0,Graduate,Yes,9600000.0,38000000.0,10.0,359.0,2100000.0,13600000.0,38200000.0,9400000.0,Rejected
1217.0,0.0,Graduate,No,400000.0,1200000.0,4.0,766.0,900000.0,300000.0,1200000.0,300000.0,Approved
1218.0,4.0,Graduate,No,5900000.0,19900000.0,14.0,469.0,14200000.0,6800000.0,22100000.0,3200000.0,Rejected
1219.0,0.0,Graduate,Yes,700000.0,1400000.0,10.0,618.0,1300000.0,200000.0,1700000.0,500000.0,Approved
1220.0,0.0,Not Graduate,Yes,8600000.0,17700000.0,20.0,711.0,22000000.0,0.0,30800000.0,7400000.0,Approved
1221.0,0.0,Graduate,Yes,9000000.0,34000000.0,4.0,549.0,2000000.0,8900000.0,20000000.0,12400000.0,Approved
1222.0,3.0,Graduate,Yes,5100000.0,20400000.0,6.0,754.0,1700000.0,2600000.0,11800000.0,7600000.0,Approved
1223.0,4.0,Not Graduate,Yes,500000.0,1500000.0,6.0,461.0,1300000.0,500000.0,1700000.0,200000.0,Rejected
1224.0,2.0,Graduate,No,1600000.0,3800000.0,10.0,837.0,3800000.0,1100000.0,5500000.0,1600000.0,Approved
1225.0,0.0,Graduate,Yes,9800000.0,23900000.0,14.0,459.0,1000000.0,13400000.0,21100000.0,7200000.0,Rejected
1226.0,4.0,Graduate,No,7800000.0,29700000.0,20.0,614.0,22000000.0,700000.0,26800000.0,6300000.0,Approved
1227.0,4.0,Not Graduate,No,6500000.0,24000000.0,16.0,373.0,5600000.0,5100000.0,15600000.0,6700000.0,Rejected
1228.0,5.0,Graduate,Yes,7500000.0,26500000.0,12.0,512.0,16500000.0,2900000.0,23700000.0,6000000.0,Rejected
1229.0,4.0,Graduate,Yes,8900000.0,23400000.0,18.0,781.0,16500000.0,3100000.0,24900000.0,5800000.0,Approved
1230.0,4.0,Graduate,Yes,1800000.0,5800000.0,14.0,305.0,600000.0,3300000.0,3600000.0,2000000.0,Rejected
1231.0,1.0,Not Graduate,Yes,7600000.0,27800000.0,6.0,447.0,1300000.0,700000.0,20100000.0,10900000.0,Rejected
1232.0,4.0,Graduate,Yes,1200000.0,4600000.0,6.0,757.0,1900000.0,200000.0,4800000.0,1500000.0,Approved
1233.0,5.0,Graduate,Yes,2700000.0,10400000.0,2.0,723.0,2800000.0,700000.0,10300000.0,1400000.0,Approved
1234.0,1.0,Not Graduate,Yes,4600000.0,10900000.0,12.0,463.0,1200000.0,1200000.0,10900000.0,6600000.0,Rejected
1235.0,2.0,Not Graduate,No,6900000.0,18700000.0,10.0,699.0,12800000.0,5700000.0,21200000.0,5200000.0,Approved
1236.0,4.0,Graduate,Yes,8400000.0,25200000.0,2.0,308.0,8100000.0,9300000.0,27700000.0,10500000.0,Approved
1237.0,0.0,Graduate,No,300000.0,500000.0,18.0,702.0,300000.0,400000.0,1200000.0,100000.0,Approved
1238.0,2.0,Not Graduate,Yes,9500000.0,37500000.0,4.0,456.0,10200000.0,16800000.0,34100000.0,12900000.0,Approved
1239.0,3.0,Graduate,Yes,1900000.0,5900000.0,8.0,651.0,700000.0,2100000.0,6200000.0,1500000.0,Approved
1240.0,3.0,Not Graduate,No,4200000.0,14500000.0,20.0,840.0,4500000.0,5900000.0,8900000.0,4600000.0,Approved
1241.0,4.0,Graduate,Yes,2200000.0,7900000.0,18.0,848.0,5100000.0,1700000.0,8500000.0,1600000.0,Approved
1242.0,5.0,Graduate,Yes,7100000.0,19700000.0,4.0,727.0,7700000.0,12900000.0,23600000.0,5800000.0,Approved
1243.0,4.0,Graduate,No,3500000.0,11600000.0,10.0,335.0,6300000.0,5200000.0,10300000.0,2300000.0,Rejected
1244.0,5.0,Not Graduate,No,400000.0,800000.0,18.0,304.0,900000.0,500000.0,1400000.0,400000.0,Rejected
1245.0,2.0,Graduate,Yes,8800000.0,34400000.0,2.0,712.0,10500000.0,12500000.0,29300000.0,5900000.0,Approved
1246.0,0.0,Not Graduate,No,1800000.0,6600000.0,10.0,737.0,5000000.0,2000000.0,6000000.0,1500000.0,Approved
1247.0,1.0,Graduate,Yes,7600000.0,29300000.0,14.0,690.0,13900000.0,4000000.0,30000000.0,9100000.0,Approved
1248.0,1.0,Graduate,Yes,1000000.0,3200000.0,4.0,888.0,2000000.0,1500000.0,2200000.0,1300000.0,Approved
1249.0,2.0,Not Graduate,Yes,8200000.0,27200000.0,10.0,839.0,9200000.0,6400000.0,25500000.0,6000000.0,Approved
1250.0,5.0,Not Graduate,Yes,3600000.0,12400000.0,8.0,333.0,8800000.0,1000000.0,10700000.0,4000000.0,Rejected
1251.0,5.0,Graduate,No,9400000.0,23700000.0,18.0,862.0,21500000.0,3500000.0,22400000.0,5600000.0,Approved
1252.0,5.0,Not Graduate,No,2600000.0,9100000.0,4.0,309.0,6400000.0,1400000.0,5900000.0,3400000.0,Approved
1253.0,5.0,Not Graduate,No,9500000.0,30700000.0,10.0,823.0,16300000.0,3700000.0,30300000.0,13100000.0,Approved
1254.0,0.0,Graduate,Yes,3500000.0,11700000.0,14.0,649.0,2700000.0,700000.0,11400000.0,4800000.0,Approved
1255.0,5.0,Not Graduate,Yes,9800000.0,35700000.0,10.0,726.0,9400000.0,18900000.0,31200000.0,12000000.0,Approved
1256.0,4.0,Graduate,No,800000.0,3100000.0,18.0,712.0,400000.0,700000.0,1900000.0,1100000.0,Approved
1257.0,0.0,Not Graduate,No,9700000.0,37300000.0,20.0,701.0,12100000.0,16200000.0,24100000.0,10500000.0,Approved
1258.0,3.0,Graduate,No,6200000.0,21300000.0,12.0,655.0,6500000.0,11600000.0,19200000.0,5000000.0,Approved
1259.0,1.0,Not Graduate,Yes,4400000.0,16600000.0,18.0,385.0,800000.0,5300000.0,13400000.0,5100000.0,Rejected
1260.0,2.0,Graduate,No,1800000.0,3800000.0,4.0,777.0,5100000.0,2700000.0,4600000.0,1400000.0,Approved
1261.0,3.0,Graduate,No,1700000.0,5300000.0,14.0,696.0,300000.0,700000.0,4500000.0,800000.0,Approved
1262.0,3.0,Graduate,No,3900000.0,14100000.0,16.0,496.0,2500000.0,2200000.0,13700000.0,2900000.0,Rejected
1263.0,2.0,Graduate,Yes,2200000.0,7900000.0,6.0,659.0,3400000.0,1800000.0,8600000.0,2400000.0,Approved
1264.0,3.0,Not Graduate,Yes,6300000.0,17700000.0,2.0,542.0,16800000.0,900000.0,16400000.0,5300000.0,Rejected
1265.0,2.0,Not Graduate,No,2200000.0,8700000.0,18.0,729.0,3900000.0,3300000.0,7600000.0,1300000.0,Approved
1266.0,1.0,Graduate,No,8100000.0,28400000.0,6.0,744.0,20300000.0,10500000.0,21800000.0,7700000.0,Approved
1267.0,4.0,Not Graduate,No,6800000.0,17000000.0,2.0,749.0,18000000.0,3800000.0,27100000.0,9400000.0,Approved
1268.0,0.0,Graduate,No,4700000.0,14800000.0,20.0,755.0,12300000.0,5000000.0,15400000.0,3700000.0,Approved
1269.0,3.0,Graduate,Yes,2200000.0,5300000.0,2.0,506.0,1600000.0,1700000.0,5800000.0,2800000.0,Rejected
1270.0,3.0,Graduate,Yes,3500000.0,13000000.0,6.0,391.0,6100000.0,3500000.0,13300000.0,4300000.0,Rejected
1271.0,1.0,Not Graduate,Yes,3500000.0,11600000.0,10.0,898.0,3100000.0,2700000.0,9000000.0,4500000.0,Approved
1272.0,5.0,Not Graduate,No,500000.0,1500000.0,12.0,527.0,100000.0,600000.0,1100000.0,200000.0,Rejected
1273.0,5.0,Not Graduate,No,9900000.0,35800000.0,20.0,470.0,9500000.0,18400000.0,39100000.0,14700000.0,Rejected
1274.0,1.0,Graduate,No,8400000.0,25000000.0,12.0,694.0,5300000.0,14900000.0,23000000.0,7700000.0,Approved
1275.0,1.0,Graduate,No,5000000.0,18800000.0,14.0,325.0,13100000.0,5700000.0,12800000.0,4300000.0,Rejected
1276.0,4.0,Not Graduate,Yes,5500000.0,13400000.0,10.0,880.0,300000.0,800000.0,19900000.0,2800000.0,Approved
1277.0,5.0,Graduate,Yes,3000000.0,11900000.0,14.0,459.0,6000000.0,4800000.0,11700000.0,4200000.0,Rejected
1278.0,3.0,Not Graduate,Yes,9400000.0,21400000.0,10.0,323.0,5100000.0,15500000.0,29600000.0,11300000.0,Rejected
1279.0,4.0,Graduate,No,7600000.0,29000000.0,8.0,739.0,22100000.0,8100000.0,22100000.0,8800000.0,Approved
1280.0,0.0,Not Graduate,Yes,5500000.0,16300000.0,10.0,724.0,11900000.0,1500000.0,11900000.0,6200000.0,Approved
1281.0,1.0,Graduate,No,3100000.0,7400000.0,18.0,487.0,8400000.0,1200000.0,9200000.0,4500000.0,Rejected
1282.0,3.0,Graduate,No,7700000.0,27700000.0,4.0,439.0,13900000.0,7500000.0,27100000.0,6200000.0,Approved
1283.0,2.0,Graduate,No,9800000.0,25400000.0,2.0,655.0,19900000.0,4600000.0,21300000.0,7900000.0,Approved
1284.0,3.0,Not Graduate,No,3200000.0,9200000.0,14.0,443.0,3300000.0,1100000.0,7200000.0,4500000.0,Rejected
1285.0,2.0,Graduate,No,700000.0,2600000.0,20.0,489.0,100000.0,200000.0,2400000.0,900000.0,Rejected
1286.0,4.0,Not Graduate,Yes,3100000.0,8600000.0,14.0,427.0,3100000.0,3800000.0,9900000.0,3700000.0,Rejected
1287.0,0.0,Graduate,Yes,4500000.0,10500000.0,20.0,417.0,9800000.0,2000000.0,9600000.0,5800000.0,Rejected
1288.0,5.0,Not Graduate,Yes,8900000.0,24800000.0,18.0,842.0,16200000.0,5000000.0,20000000.0,8100000.0,Approved
1289.0,3.0,Not Graduate,No,5900000.0,23200000.0,2.0,307.0,15500000.0,10000000.0,21100000.0,6300000.0,Approved
1290.0,2.0,Not Graduate,No,1500000.0,4500000.0,18.0,428.0,4500000.0,1200000.0,5600000.0,1100000.0,Rejected
1291.0,4.0,Not Graduate,Yes,6300000.0,15200000.0,16.0,415.0,15500000.0,1800000.0,20700000.0,7900000.0,Rejected
1292.0,3.0,Not Graduate,Yes,6500000.0,18200000.0,20.0,405.0,10400000.0,2800000.0,21300000.0,6700000.0,Rejected
1293.0,4.0,Graduate,No,8000000.0,31500000.0,18.0,683.0,10300000.0,7900000.0,30100000.0,9600000.0,Approved
1294.0,1.0,Graduate,Yes,3300000.0,10600000.0,14.0,742.0,300000.0,600000.0,8400000.0,4500000.0,Approved
1295.0,4.0,Not Graduate,No,3900000.0,10000000.0,10.0,530.0,10900000.0,200000.0,12300000.0,1900000.0,Rejected
1296.0,3.0,Graduate,No,1600000.0,3500000.0,10.0,844.0,4500000.0,2200000.0,5200000.0,1600000.0,Approved
1297.0,2.0,Not Graduate,Yes,3900000.0,13900000.0,18.0,715.0,5000000.0,5600000.0,9900000.0,2100000.0,Approved
1298.0,3.0,Graduate,Yes,8000000.0,26300000.0,12.0,476.0,21700000.0,6600000.0,16400000.0,9000000.0,Rejected
